match_no,innings,event_name,event_stage,batting_team,bowling_team,over,ball_number,bowler,batsman,non_striker,super_over,batsman_runs,extras_runs,total_runs,wides,noballs,legbyes,byes,penalty,player_out,dismissal_kind,fielders
1,1,ICC World T20,First Round,Nepal,Hong Kong,0,1,Tanwir Afzal,SP Khakurel,Sagar Pun,0,3,0,3,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,0,2,Tanwir Afzal,Sagar Pun,SP Khakurel,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,0,3,Tanwir Afzal,Sagar Pun,SP Khakurel,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,0,4,Tanwir Afzal,SP Khakurel,Sagar Pun,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,0,5,Tanwir Afzal,SP Khakurel,Sagar Pun,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,0,6,Tanwir Afzal,SP Khakurel,Sagar Pun,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,1,1,Haseeb Amjad,Sagar Pun,SP Khakurel,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,1,2,Haseeb Amjad,Sagar Pun,SP Khakurel,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,1,3,Haseeb Amjad,SP Khakurel,Sagar Pun,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,1,4,Haseeb Amjad,SP Khakurel,Sagar Pun,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,1,5,Haseeb Amjad,SP Khakurel,Sagar Pun,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,1,6,Haseeb Amjad,SP Khakurel,Sagar Pun,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,2,1,Tanwir Afzal,Sagar Pun,SP Khakurel,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,2,2,Tanwir Afzal,Sagar Pun,SP Khakurel,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,2,3,Tanwir Afzal,SP Khakurel,Sagar Pun,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,2,4,Tanwir Afzal,Sagar Pun,SP Khakurel,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,2,5,Tanwir Afzal,SP Khakurel,Sagar Pun,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,2,6,Tanwir Afzal,SP Khakurel,Sagar Pun,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,3,1,Najeeb Amar,Sagar Pun,SP Khakurel,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,3,2,Najeeb Amar,Sagar Pun,SP Khakurel,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,3,3,Najeeb Amar,SP Khakurel,Sagar Pun,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,3,4,Najeeb Amar,Sagar Pun,SP Khakurel,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,3,5,Najeeb Amar,Sagar Pun,SP Khakurel,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,3,6,Najeeb Amar,Sagar Pun,SP Khakurel,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,4,1,Haseeb Amjad,SP Khakurel,Sagar Pun,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,4,2,Haseeb Amjad,SP Khakurel,Sagar Pun,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,4,3,Haseeb Amjad,SP Khakurel,Sagar Pun,0,0,1,1,1,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,4,3,Haseeb Amjad,SP Khakurel,Sagar Pun,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,4,4,Haseeb Amjad,Sagar Pun,SP Khakurel,0,0,0,0,0,0,0,0,0,Sagar Pun,caught,Waqas Barkat
1,1,ICC World T20,First Round,Nepal,Hong Kong,4,5,Haseeb Amjad,G Malla,SP Khakurel,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,4,6,Haseeb Amjad,G Malla,SP Khakurel,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,5,1,Nadeem Ahmed,SP Khakurel,G Malla,0,0,0,0,0,0,0,0,0,SP Khakurel,caught,Aizaz Khan
1,1,ICC World T20,First Round,Nepal,Hong Kong,5,2,Nadeem Ahmed,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,5,3,Nadeem Ahmed,P Khadka,G Malla,0,0,1,1,1,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,5,3,Nadeem Ahmed,P Khadka,G Malla,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,5,4,Nadeem Ahmed,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,5,5,Nadeem Ahmed,P Khadka,G Malla,0,3,0,3,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,5,6,Nadeem Ahmed,G Malla,P Khadka,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,6,1,Irfan Ahmed,P Khadka,G Malla,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,6,2,Irfan Ahmed,G Malla,P Khadka,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,6,3,Irfan Ahmed,G Malla,P Khadka,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,6,4,Irfan Ahmed,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,6,5,Irfan Ahmed,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,6,6,Irfan Ahmed,P Khadka,G Malla,0,0,1,1,1,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,6,6,Irfan Ahmed,P Khadka,G Malla,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,7,1,Aizaz Khan,P Khadka,G Malla,0,0,1,1,1,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,7,1,Aizaz Khan,P Khadka,G Malla,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,7,2,Aizaz Khan,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,7,3,Aizaz Khan,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,7,4,Aizaz Khan,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,7,5,Aizaz Khan,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,7,6,Aizaz Khan,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,8,1,Irfan Ahmed,G Malla,P Khadka,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,8,2,Irfan Ahmed,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,8,3,Irfan Ahmed,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,8,4,Irfan Ahmed,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,8,5,Irfan Ahmed,P Khadka,G Malla,0,0,1,1,1,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,8,5,Irfan Ahmed,P Khadka,G Malla,0,0,1,1,1,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,8,5,Irfan Ahmed,P Khadka,G Malla,0,2,0,2,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,8,6,Irfan Ahmed,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,9,1,Aizaz Khan,G Malla,P Khadka,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,9,2,Aizaz Khan,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,9,3,Aizaz Khan,P Khadka,G Malla,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,9,4,Aizaz Khan,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,9,5,Aizaz Khan,P Khadka,G Malla,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,9,6,Aizaz Khan,G Malla,P Khadka,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,10,1,Najeeb Amar,P Khadka,G Malla,0,2,0,2,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,10,2,Najeeb Amar,P Khadka,G Malla,0,0,1,1,0,0,1,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,10,3,Najeeb Amar,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,10,4,Najeeb Amar,P Khadka,G Malla,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,10,5,Najeeb Amar,P Khadka,G Malla,0,2,0,2,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,10,6,Najeeb Amar,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,11,1,Nadeem Ahmed,G Malla,P Khadka,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,11,2,Nadeem Ahmed,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,11,3,Nadeem Ahmed,P Khadka,G Malla,0,2,0,2,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,11,4,Nadeem Ahmed,P Khadka,G Malla,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,11,5,Nadeem Ahmed,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,11,6,Nadeem Ahmed,P Khadka,G Malla,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,12,1,Aizaz Khan,P Khadka,G Malla,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,12,2,Aizaz Khan,G Malla,P Khadka,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,12,3,Aizaz Khan,G Malla,P Khadka,0,0,1,1,1,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,12,3,Aizaz Khan,G Malla,P Khadka,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,12,4,Aizaz Khan,G Malla,P Khadka,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,12,5,Aizaz Khan,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,12,6,Aizaz Khan,P Khadka,G Malla,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,13,1,Nadeem Ahmed,G Malla,P Khadka,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,13,2,Nadeem Ahmed,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,13,3,Nadeem Ahmed,P Khadka,G Malla,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,13,4,Nadeem Ahmed,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,13,5,Nadeem Ahmed,P Khadka,G Malla,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,13,6,Nadeem Ahmed,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,14,1,Irfan Ahmed,G Malla,P Khadka,0,0,1,1,1,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,14,1,Irfan Ahmed,G Malla,P Khadka,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,14,2,Irfan Ahmed,G Malla,P Khadka,0,2,0,2,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,14,3,Irfan Ahmed,G Malla,P Khadka,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,14,4,Irfan Ahmed,G Malla,P Khadka,0,2,0,2,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,14,5,Irfan Ahmed,G Malla,P Khadka,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,14,6,Irfan Ahmed,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,15,1,Haseeb Amjad,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,15,2,Haseeb Amjad,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,15,3,Haseeb Amjad,P Khadka,G Malla,0,2,0,2,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,15,4,Haseeb Amjad,P Khadka,G Malla,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,15,5,Haseeb Amjad,G Malla,P Khadka,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,15,6,Haseeb Amjad,P Khadka,G Malla,0,0,1,1,0,0,1,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,16,1,Najeeb Amar,P Khadka,G Malla,0,2,0,2,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,16,2,Najeeb Amar,P Khadka,G Malla,0,0,0,0,0,0,0,0,0,P Khadka,caught,Nizakat Khan
1,1,ICC World T20,First Round,Nepal,Hong Kong,16,3,Najeeb Amar,G Malla,B Bhandari,0,2,0,2,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,16,4,Najeeb Amar,G Malla,B Bhandari,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,16,5,Najeeb Amar,G Malla,B Bhandari,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,16,6,Najeeb Amar,B Bhandari,G Malla,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,17,1,Nadeem Ahmed,B Bhandari,G Malla,0,0,0,0,0,0,0,0,0,B Bhandari,caught,Waqas Barkat
1,1,ICC World T20,First Round,Nepal,Hong Kong,17,2,Nadeem Ahmed,G Malla,S Vesawkar,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,17,3,Nadeem Ahmed,S Vesawkar,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,17,4,Nadeem Ahmed,S Vesawkar,G Malla,0,2,0,2,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,17,5,Nadeem Ahmed,S Vesawkar,G Malla,0,2,0,2,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,17,6,Nadeem Ahmed,S Vesawkar,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,18,1,Irfan Ahmed,G Malla,S Vesawkar,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,18,2,Irfan Ahmed,S Vesawkar,G Malla,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,18,3,Irfan Ahmed,G Malla,S Vesawkar,0,1,0,1,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,18,4,Irfan Ahmed,S Vesawkar,G Malla,0,0,0,0,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,18,5,Irfan Ahmed,S Vesawkar,G Malla,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,18,6,Irfan Ahmed,S Vesawkar,G Malla,0,4,0,4,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,19,1,Haseeb Amjad,G Malla,S Vesawkar,0,6,0,6,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,19,2,Haseeb Amjad,G Malla,S Vesawkar,0,2,0,2,0,0,0,0,0,,,
1,1,ICC World T20,First Round,Nepal,Hong Kong,19,3,Haseeb Amjad,G Malla,S Vesawkar,0,0,0,0,0,0,0,0,0,G Malla,caught and bowled,
1,1,ICC World T20,First Round,Nepal,Hong Kong,19,4,Haseeb Amjad,S Vesawkar,B Regmi,0,1,0,1,0,0,0,0,0,S Vesawkar,run out,"Aizaz Khan, JJ Atkinson"
1,1,ICC World T20,First Round,Nepal,Hong Kong,19,5,Haseeb Amjad,NB Budayair,B Regmi,0,0,0,0,0,0,0,0,0,NB Budayair,bowled,
1,1,ICC World T20,First Round,Nepal,Hong Kong,19,6,Haseeb Amjad,SP Gauchan,B Regmi,0,0,0,0,0,0,0,0,0,SP Gauchan,run out,Haseeb Amjad
1,2,ICC World T20,First Round,Hong Kong,Nepal,0,1,P Khadka,Irfan Ahmed,Waqas Barkat,0,0,0,0,0,0,0,0,0,Irfan Ahmed,caught,SP Khakurel
1,2,ICC World T20,First Round,Hong Kong,Nepal,0,2,P Khadka,JJ Atkinson,Waqas Barkat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,0,3,P Khadka,JJ Atkinson,Waqas Barkat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,0,4,P Khadka,JJ Atkinson,Waqas Barkat,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,0,5,P Khadka,Waqas Barkat,JJ Atkinson,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,0,6,P Khadka,JJ Atkinson,Waqas Barkat,0,0,1,1,0,0,1,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,1,1,Sompal Kami,JJ Atkinson,Waqas Barkat,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,1,2,Sompal Kami,Waqas Barkat,JJ Atkinson,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,1,3,Sompal Kami,Waqas Barkat,JJ Atkinson,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,1,4,Sompal Kami,Waqas Barkat,JJ Atkinson,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,1,5,Sompal Kami,JJ Atkinson,Waqas Barkat,0,4,0,4,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,1,6,Sompal Kami,JJ Atkinson,Waqas Barkat,0,0,0,0,0,0,0,0,0,JJ Atkinson,bowled,
1,2,ICC World T20,First Round,Hong Kong,Nepal,2,1,P Khadka,Waqas Barkat,Babar Hayat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,2,2,P Khadka,Waqas Barkat,Babar Hayat,0,4,0,4,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,2,3,P Khadka,Waqas Barkat,Babar Hayat,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,2,4,P Khadka,Babar Hayat,Waqas Barkat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,2,5,P Khadka,Babar Hayat,Waqas Barkat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,2,6,P Khadka,Babar Hayat,Waqas Barkat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,3,1,Sompal Kami,Waqas Barkat,Babar Hayat,0,4,0,4,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,3,2,Sompal Kami,Waqas Barkat,Babar Hayat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,3,3,Sompal Kami,Waqas Barkat,Babar Hayat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,3,4,Sompal Kami,Waqas Barkat,Babar Hayat,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,3,5,Sompal Kami,Babar Hayat,Waqas Barkat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,3,6,Sompal Kami,Babar Hayat,Waqas Barkat,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,4,1,JK Mukhiya,Babar Hayat,Waqas Barkat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,4,2,JK Mukhiya,Babar Hayat,Waqas Barkat,0,2,0,2,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,4,3,JK Mukhiya,Babar Hayat,Waqas Barkat,0,4,0,4,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,4,4,JK Mukhiya,Babar Hayat,Waqas Barkat,0,4,0,4,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,4,5,JK Mukhiya,Babar Hayat,Waqas Barkat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,4,6,JK Mukhiya,Babar Hayat,Waqas Barkat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,5,1,B Regmi,Waqas Barkat,Babar Hayat,0,4,0,4,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,5,2,B Regmi,Waqas Barkat,Babar Hayat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,5,3,B Regmi,Waqas Barkat,Babar Hayat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,5,4,B Regmi,Waqas Barkat,Babar Hayat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,5,5,B Regmi,Waqas Barkat,Babar Hayat,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,5,6,B Regmi,Babar Hayat,Waqas Barkat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,6,1,SP Gauchan,Waqas Barkat,Babar Hayat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,6,2,SP Gauchan,Waqas Barkat,Babar Hayat,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,6,3,SP Gauchan,Babar Hayat,Waqas Barkat,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,6,4,SP Gauchan,Waqas Barkat,Babar Hayat,0,0,0,0,0,0,0,0,0,Waqas Barkat,caught,JK Mukhiya
1,2,ICC World T20,First Round,Hong Kong,Nepal,6,5,SP Gauchan,Babar Hayat,MS Chapman,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,6,6,SP Gauchan,Babar Hayat,MS Chapman,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,7,1,Sagar Pun,Babar Hayat,MS Chapman,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,7,2,Sagar Pun,MS Chapman,Babar Hayat,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,7,3,Sagar Pun,Babar Hayat,MS Chapman,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,7,4,Sagar Pun,MS Chapman,Babar Hayat,0,2,0,2,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,7,5,Sagar Pun,MS Chapman,Babar Hayat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,7,6,Sagar Pun,MS Chapman,Babar Hayat,0,2,0,2,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,8,1,SP Gauchan,Babar Hayat,MS Chapman,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,8,2,SP Gauchan,Babar Hayat,MS Chapman,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,8,3,SP Gauchan,Babar Hayat,MS Chapman,0,1,0,1,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,8,4,SP Gauchan,MS Chapman,Babar Hayat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,8,5,SP Gauchan,MS Chapman,Babar Hayat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,8,6,SP Gauchan,MS Chapman,Babar Hayat,0,0,0,0,0,0,0,0,0,,,
1,2,ICC World T20,First Round,Hong Kong,Nepal,9,1,Sagar Pun,Babar Hayat,MS Chapman,0,1,0,1,0,0,0,0,0,,,
